2021-08-03 16:23:06.907,VS-068_0,68.000000,31.000000,15.000000,41.000000,16.000000,22.000000,2.652,-3.450,10.014,-1.7688,1.0850,-5.7336
2021-08-03 16:23:07.238,VS-068_0,3.000000,55.000000,41.000000,42.000000,25.000000,85.000000,3.392,-3.430,9.946,-2.7933,3.4676,-10.2757
2021-08-03 16:23:07.566,VS-068_0,39.000000,79.000000,68.000000,43.000000,33.000000,49.000000,2.699,-3.405,8.993,-0.7341,-1.3904,-6.7534
2021-08-03 16:23:07.907,VS-068_0,74.000000,4.000000,95.000000,44.000000,42.000000,13.000000,2.706,-3.596,7.165,3.5444,-10.8380,0.3468
2021-08-03 16:23:08.237,VS-068_0,10.000000,28.000000,22.000000,45.000000,51.000000,77.000000,2.682,-3.608,7.314,3.2544,-10.3533,0.0251
2021-08-03 16:23:08.576,VS-068_0,98.000000,81.000000,19.000000,67.000000,5.000000,28.000000,2.683,-3.612,7.288,3.1597,-10.3850,0.1071
2021-08-03 16:23:08.904,VS-068_0,33.000000,5.000000,45.000000,68.000000,14.000000,92.000000,2.684,-3.756,7.605,2.4920,-9.8327,0.0958
2021-08-03 16:23:09.248,VS-068_0,33.000000,60.000000,54.000000,28.000000,0.000000,58.000000,2.512,-6.226,13.273,-10.4754,0.0319,0.1885
2021-08-03 16:23:09.601,VS-068_0,15.000000,12.000000,69.000000,76.000000,75.000000,34.000000,2.503,-6.262,13.423,-10.4012,-0.0704,0.1879
2021-08-03 16:23:09.934,VS-068_0,51.000000,36.000000,96.000000,77.000000,84.000000,98.000000,2.499,-6.147,13.323,-10.3716,-0.0846,0.1878
2021-08-03 16:23:10.276,VS-068_0,86.000000,60.000000,23.000000,78.000000,92.000000,62.000000,2.504,-6.264,13.314,-10.3962,-0.0926,0.1861
2021-08-03 16:23:10.620,VS-068_0,22.000000,84.000000,50.000000,79.000000,1.000000,26.000000,2.495,-6.215,13.186,-10.3109,-0.0958,0.1856
2021-08-03 16:23:10.949,VS-068_0,93.000000,78.000000,95.000000,22.000000,32.000000,88.000000,2.514,-6.236,13.349,-10.4319,-0.0979,0.1869
2021-08-03 16:23:11.276,VS-068_0,29.000000,2.000000,22.000000,23.000000,41.000000,52.000000,2.483,-6.165,13.185,-10.2885,-0.0975,0.1854
2021-08-03 16:23:11.616,VS-068_0,28.000000,57.000000,30.000000,82.000000,27.000000,17.000000,2.530,-6.308,13.336,-10.4159,-0.1000,0.1881
2021-08-03 16:23:11.947,VS-068_0,16.000000,10.000000,27.000000,4.000000,81.000000,69.000000,2.458,-6.102,13.130,-10.1856,-0.0962,0.1841
2021-08-03 16:23:12.293,VS-068_0,52.000000,34.000000,54.000000,5.000000,90.000000,33.000000,2.566,-6.331,13.637,-10.5895,-0.0994,0.1919
2021-08-03 16:23:12.630,VS-068_0,87.000000,58.000000,81.000000,6.000000,99.000000,96.000000,2.392,-5.898,12.776,-9.8737,-0.0935,0.1801
2021-08-03 16:23:12.979,VS-068_0,23.000000,82.000000,7.000000,7.000000,7.000000,60.000000,2.711,-6.769,14.356,-11.2045,-0.1062,0.2002
2021-08-03 16:23:13.348,VS-068_0,53.000000,5.000000,53.000000,34.000000,37.000000,50.000000,0.730,-2.216,4.141,-3.4503,-0.0346,0.0667
2021-08-03 16:23:13.676,VS-068_0,41.000000,58.000000,50.000000,57.000000,91.000000,1.000000,-0.305,0.248,-1.433,0.7932,0.0047,-0.0073
2021-08-03 16:23:14.004,VS-068_0,76.000000,82.000000,77.000000,58.000000,0.000000,65.000000,-0.019,-0.512,0.132,-0.4239,-0.0074,0.0126
2021-08-03 16:23:14.332,VS-068_0,12.000000,7.000000,3.000000,59.000000,9.000000,28.000000,-0.222,0.088,-0.759,0.2481,-0.0005,0.0035
2021-08-03 16:23:14.658,VS-068_0,47.000000,31.000000,30.000000,59.000000,17.000000,92.000000,-0.057,-0.286,-0.149,-0.1649,-0.0057,0.0087
2021-08-03 16:23:14.986,VS-068_0,83.000000,55.000000,57.000000,60.000000,26.000000,56.000000,-0.051,-0.093,-0.536,0.1037,-0.0024,0.0035
2021-08-03 16:23:15.329,VS-068_0,18.000000,79.000000,84.000000,61.000000,35.000000,20.000000,-0.122,-0.274,-0.316,-0.0694,-0.0036,0.0066
2021-08-03 16:23:15.668,VS-068_0,54.000000,3.000000,11.000000,62.000000,44.000000,84.000000,-0.183,-0.189,-0.487,0.0413,-0.0044,0.0047
2021-08-03 16:23:15.994,VS-068_0,89.000000,27.000000,38.000000,63.000000,52.000000,48.000000,-0.112,-0.236,-0.320,-0.0286,-0.0047,0.0080
2021-08-03 16:23:16.324,VS-068_0,41.000000,11.000000,16.000000,44.000000,84.000000,1.000000,-0.126,-0.280,-0.380,0.0129,-0.0045,0.0043
2021-08-03 16:23:16.780,VS-068_0,7.000000,3.000000,80.000000,13.000000,36.000000,88.000000,-0.128,-0.188,-0.390,-0.0105,-0.0042,0.0077
2021-08-03 16:23:17.456,VS-068_0,59.000000,87.000000,58.000000,94.000000,68.000000,41.000000,-0.122,-0.173,-0.463,0.0023,-0.0041,0.0050
2021-08-03 16:23:17.798,VS-068_0,25.000000,34.000000,31.000000,22.000000,6.000000,94.000000,-0.083,-0.194,-0.326,-0.0038,-0.0047,0.0043
2021-08-03 16:23:18.127,VS-068_0,60.000000,58.000000,58.000000,23.000000,15.000000,58.000000,-0.104,-0.199,-0.375,-0.0012,-0.0041,0.0083
2021-08-03 16:23:18.456,VS-068_0,96.000000,82.000000,85.000000,24.000000,24.000000,22.000000,-0.084,-0.210,-0.362,-0.0014,-0.0039,0.0073
2021-08-03 16:23:18.782,VS-068_0,84.000000,35.000000,81.000000,46.000000,78.000000,73.000000,-0.126,-0.269,-0.351,-0.0019,-0.0039,0.0058
2021-08-03 16:23:19.260,VS-068_0,72.000000,32.000000,19.000000,99.000000,20.000000,24.000000,-0.152,-0.220,-0.299,-0.0018,-0.0048,0.0051
2021-08-03 16:23:19.596,VS-068_0,49.000000,82.000000,54.000000,75.000000,16.000000,27.000000,-0.115,-0.107,-0.344,-0.0005,-0.0036,0.0054
2021-08-03 16:23:19.937,VS-068_0,85.000000,6.000000,81.000000,76.000000,25.000000,90.000000,-0.071,-0.201,-0.385,-0.0022,-0.0048,0.0046
2021-08-03 16:23:20.264,VS-068_0,20.000000,30.000000,7.000000,76.000000,34.000000,54.000000,-0.083,-0.173,-0.352,-0.0006,-0.0035,0.0041
2021-08-03 16:23:20.592,VS-068_0,8.000000,84.000000,4.000000,99.000000,88.000000,6.000000,-0.092,-0.233,-0.395,-0.0018,-0.0035,0.0047
2021-08-03 16:23:20.925,VS-068_0,44.000000,8.000000,31.000000,0.000000,96.000000,69.000000,-0.073,-0.200,-0.328,-0.0018,-0.0037,0.0060
2021-08-03 16:23:21.264,VS-068_0,79.000000,32.000000,58.000000,1.000000,5.000000,33.000000,-0.050,-0.101,-0.356,0.0001,-0.0039,0.0043
2021-08-03 16:23:21.614,VS-068_0,9.000000,54.000000,4.000000,28.000000,35.000000,23.000000,-0.186,-0.177,-0.428,-0.0017,-0.0044,0.0050
2021-08-03 16:23:21.967,VS-068_0,45.000000,78.000000,30.000000,29.000000,44.000000,86.000000,-0.150,-0.189,-0.391,-0.0016,-0.0044,0.0024
2021-08-03 16:23:22.306,VS-068_0,91.000000,61.000000,28.000000,36.000000,96.000000,65.000000,-0.136,-0.154,-0.366,-0.0014,-0.0031,0.0072
